,price,Style,Screen Size,Bluetooth,SpO2,Heart Rate monitor,Alarm clock,Distance tracker,sleep monitor,Activity tracker,Notifications,gps,bp monitor,Target Audience,Black,Blue,Gold,Green,Grey,Pink,Red,Rose Gold,Rose Golden,Silver,Round,Square
185,2499,0,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Children, Unisex Teen",0,1,0,0,0,0,0,0,0,0,0,0
186,1999,0,1.38,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
187,1799,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,0,0,0,0,1,0,0,0,0,0,0
188,1799,1,1.8,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,0,0,0,1,0,0,0,0,0,0,0
189,1799,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
190,1299,1,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
191,1799,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,0,0,0,1,0,0,0,0,0,0,0
192,1799,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,1,0,0,0,0,0,0,0,0,0,0
193,1899,1,1.4,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
194,1999,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,0,0,0,0,1,0,0,0,0,0,0
195,1999,0,1.85,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,1,0,0,0,0,0,0,0,0,0,0
196,3499,1,1.78,1,1,1,1,1,1,0,1,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
197,1999,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
198,1999,0,1.85,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
199,1999,0,1.75,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
200,1999,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,1,0,0,0,0,0,0,0
201,11472,1,1.28,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
202,1999,0,1.85,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,1,0,0,0,0,0,0,0,0,0,0
203,1999,0,1.38,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
204,1799,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,0,0,0,0,1,0,0,0,0,0,0
205,1799,1,1.8,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,0,0,0,1,0,0,0,0,0,0,0
206,1799,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
207,1299,1,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
208,1799,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,0,0,0,1,0,0,0,0,0,0,0
209,1799,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,1,0,0,0,0,0,0,0,0,0,0
210,1899,0,1.4,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
211,1999,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,0,0,0,0,1,0,0,0,0,0,0
212,2999,0,1.72,1,1,1,1,0,1,0,1,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
213,1799,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,0,0,1,0,0,0,0,0,0,0,0
214,3499,1,1.69,1,1,1,1,1,1,0,1,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
215,1999,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,0,0,0,0,1,0,0,0,0,0,0
216,1999,0,1.85,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
217,1999,0,1.75,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
218,1999,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Children, Unisex Teen",0,0,0,0,1,0,0,0,0,0,0,0
219,1499,0,1.3,0,0,0,1,0,0,0,0,0,0,"Unisex Children, Unisex Teen",0,0,0,0,0,0,0,0,1,0,0,0
220,1499,0,1.33,0,0,0,1,0,0,0,0,0,0,"Unisex Children, Unisex Teen",1,0,0,0,0,0,0,0,0,0,0,0
221,1999,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,0,0
222,2999,0,1.72,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
223,1999,0,1.85,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
224,1799,1,1.8,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,1,0,0,0,0,0,0,0
225,1799,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
226,1299,1,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
227,1799,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
228,1799,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,1,0,0,0,0,0,0,0
229,1799,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
230,1899,1,1.4,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
231,1999,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
232,1999,0,1.85,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
233,1999,0,1.38,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
234,3499,1,1.78,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
235,1499,1,1.3,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
236,1499,1,1.33,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
237,1799,1,1.8,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,1,0,0,0,0,0,0,0
238,2499,1,1.28,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
239,1499,0,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
240,1999,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
241,1499,1,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
242,2699,0,1.54,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
243,1499,0,1.3,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
244,1499,0,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
245,1799,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
246,2999,1,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
247,2299,1,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,0,0
248,2499,0,1.85,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
249,2799,1,1.78,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
250,1499,0,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
251,1799,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
252,1799,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,0,0
253,1499,0,1.3,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
254,1499,1,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
255,1999,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
256,2599,1,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
257,1449,0,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
258,1999,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
259,1899,1,1.75,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
260,3499,1,1.78,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,0,0
261,11472,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
262,1999,1,1.81,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
263,3803,1,1.69,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
264,1899,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
265,1449,0,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
266,1999,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
267,1899,1,1.75,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
268,1499,0,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
269,11472,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
270,1999,1,1.81,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
271,3803,1,1.69,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
272,1499,0,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
273,1499,1,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
274,2299,1,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
275,2699,0,1.54,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
276,1499,0,1.3,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
277,1499,0,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
278,1799,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
279,2999,1,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
280,2299,1,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,0,0
281,1999,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
282,1799,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
283,1799,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,0,0
284,1499,0,1.3,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
285,1499,1,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
286,1999,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
287,1449,0,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
288,1899,1,1.7,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
289,3999,2,1.81,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
290,1499,2,1.9,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
291,4999,2,1.96,1,1,1,1,1,1,0,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
292,2999,2,1.85,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
293,5499,0,1.4,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
294,2999,2,1.3,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
295,3999,2,1.81,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
296,3999,2,1.3,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,1,0,0,0,0,0,0,0,0,0
297,3999,2,1.81,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
298,3499,2,1.75,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
299,3999,2,1.9,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
300,4999,1,1.78,1,1,1,1,1,1,0,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
301,3999,0,1.69,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
302,5499,0,1.4,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
303,2999,2,1.3,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
304,1499,2,1.9,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
305,3999,2,1.9,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
306,4999,2,1.96,1,1,1,1,1,1,0,1,0,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
307,3999,2,1.3,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
308,419,1,1.69,0,0,0,0,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
309,3999,2,1.9,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
310,3499,2,1.3,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
311,4999,2,1.96,1,1,1,1,1,1,0,1,0,1,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
312,3499,0,1.69,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
313,15700,1,1.73,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
314,11999,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
315,19150,1,1.4,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
316,30999,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,1,0
317,15999,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
318,17500,1,1.8,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
319,15600,1,1.65,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
320,11472,1,1.73,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
321,29999,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,1,0
322,1234,1,1.4,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
323,11472,1,1.73,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
324,7999,0,1.2,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",0,0,0,0,1,0,0,0,0,0,0,0
325,16390,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,1,0
326,28999,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,1,0
327,30999,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,1,0
328,599,1,1.69,0,0,0,0,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
329,11472,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
330,11472,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,1,0
331,20100,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,1,0
332,1099,1,1.39,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
333,1099,1,1.39,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
334,2199,0,1.73,1,1,1,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
335,3599,0,1.77,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
336,1799,0,1.68,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
337,1799,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
338,2299,1,1.25,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,1,0,0,0,0,0,0,0
339,2199,0,1.69,1,1,1,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,1,0,0,0,0,0,0,0
340,2499,0,1.73,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
341,4499,1,1.69,1,1,1,1,1,1,0,1,0,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,1,0,0,0,0,0
342,2180,0,1.73,1,1,1,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
343,2449,0,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
344,2199,0,1.84,1,1,1,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
345,1999,0,1.68,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
346,1999,0,1.68,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
347,11472,1,1.73,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
348,1999,0,1.73,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
349,11472,1,1.73,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
350,2236,0,1.25,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
351,1799,0,1.68,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
352,1999,0,1.78,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
353,3499,0,1.78,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
354,3499,0,1.78,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
355,1399,0,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
356,1799,0,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
357,2495,1,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
358,4995,1,1.8,1,1,1,1,1,1,0,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
359,2495,0,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
360,4995,0,1.8,1,1,1,1,1,1,0,1,0,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
361,4995,0,1.8,1,1,1,1,1,1,0,1,0,1,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
362,4746,0,1.8,1,1,1,1,1,1,0,1,0,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,1,0,0,0,0
363,2995,0,1.5,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
364,2495,0,1.65,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
365,2495,0,1.65,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
366,2995,0,1.5,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
367,1494,0,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
368,2495,1,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
369,3495,2,1.3,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
370,2995,2,1.5,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
371,1494,2,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
372,2995,0,1.5,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,1,0,0,0,0,0,0,0
373,1494,0,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
374,2495,0,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
375,3495,1,1.3,1,1,1,1,1,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
376,1494,2,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
377,6995,1,1.3,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
